input,translation
Q99436,R-HSA-418592
Q99436,R-HSA-156827
Q99436,R-HSA-5673001
Q99436,R-HSA-2029481
Q99436,R-HSA-9753281
Q99436,R-HSA-6798695
Q99436,R-HSA-1632852
Q99436,R-HSA-349425
Q99436,R-HSA-3000170
Q99436,R-HSA-8856828
Q99436,R-HSA-73980
Q99436,R-HSA-174084
Q99436,R-HSA-418555
Q99436,R-HSA-5689880
Q99437,R-HSA-9664422
Q99437,R-HSA-69601
Q99437,R-HSA-376176
Q99437,R-HSA-5668541
Q99437,R-HSA-380270
Q99439,R-HSA-983695
Q99439,R-HSA-9033241
Q99447,R-HSA-110331
Q99456,R-HSA-975957
Q99456,R-HSA-4717374
Q99459,R-HSA-3299685
Q99460,R-HSA-8951664
Q99460,R-HSA-5696397
Q99460,R-HSA-450408
Q99460,R-HSA-432047
Q99460,R-HSA-9755511
Q99460,R-HSA-1059683
Q99460,R-HSA-606279
Q99460,R-HSA-72187
Q99460,R-HSA-167172
Q99460,R-HSA-166058
Q99460,R-HSA-5663220
Q99460,R-HSA-2514859
Q99460,R-HSA-211981
Q99460,R-HSA-162588
Q99460,R-HSA-983170
Q99460,R-HSA-187024
Q99460,R-HSA-5669034
Q99460,R-HSA-381340
Q99460,R-HSA-1222556
Q99460,R-HSA-8939246
Q99460,R-HSA-9664422
Q99460,R-HSA-168638
Q99460,R-HSA-8985947
Q99460,R-HSA-9620244
Q99460,R-HSA-9752946
Q99460,R-HSA-2559586
Q99460,R-HSA-2029481
Q99460,R-HSA-380320
Q99460,R-HSA-69601
Q99460,R-HSA-5696394
Q99460,R-HSA-77075
Q99460,R-HSA-9696264
Q99460,R-HSA-389960
Q99460,R-HSA-69205
Q99460,R-HSA-111997
Q99460,R-HSA-429947
Q99460,R-HSA-9014325
Q99460,R-HSA-5419276
Q99460,R-HSA-2871796
Q99460,R-HSA-9673324
Q99460,R-HSA-168271
Q99460,R-HSA-2168880
Q99460,R-HSA-8876198
Q99460,R-HSA-9616222
Q99460,R-HSA-5627117
Q99460,R-HSA-2672351
Q99460,R-HSA-8939902
Q99460,R-HSA-450408
Q99460,R-HSA-8939902
Q99460,R-HSA-2871809
Q99460,R-HSA-450604
Q99460,R-HSA-201681
Q99460,R-HSA-400253
Q99460,R-HSA-4608870
Q99460,R-HSA-6811440
Q99460,R-HSA-381753
Q99460,R-HSA-212436
Q99460,R-HSA-2151201
Q99460,R-HSA-8980692
Q99460,R-HSA-193368
Q99466,R-HSA-8851680
Q99466,R-HSA-163125
Q99466,R-HSA-9679191
Q99466,R-HSA-450513
Q99466,R-HSA-170670
Q99466,R-HSA-5654710
Q99466,R-HSA-201681
Q99466,R-HSA-456926
Q99466,R-HSA-420499
Q99466,R-HSA-5654228
Q99466,R-HSA-8964046
Q99466,R-HSA-264642
Q99467,R-HSA-5625970
Q99471,R-HSA-418555
Q99487,R-HSA-1632852
Q99489,R-HSA-9709570
Q99489,R-HSA-9609690
Q99489,R-HSA-5610787
Q99490,R-HSA-1566948
Q99496,R-HSA-9018519
Q99496,R-HSA-499943
Q99496,R-HSA-9619665
Q99496,R-HSA-163358
Q99496,R-HSA-8955332
Q99496,R-HSA-9607240
Q99496,R-HSA-167238
Q99496,R-HSA-9670095
Q99496,R-HSA-9679191
Q99496,R-HSA-5617472
Q99497,R-HSA-264642
Q99497,R-HSA-2468052
Q99497,R-HSA-1251985
Q99497,R-HSA-6811434
Q99497,R-HSA-2871809
Q99500,R-HSA-5689603
Q99500,R-HSA-977225
Q99500,R-HSA-416482
Q99502,R-HSA-1912408
Q99504,R-HSA-1855204
Q99518,R-HSA-400253
Q99519,R-HSA-191273
Q99519,R-HSA-5389840
Q99519,R-HSA-9020591
Q99519,R-HSA-5689880
Q99523,R-HSA-8856825
Q99527,R-HSA-6794361
Q99527,R-HSA-8854214
Q99527,R-HSA-6798695
Q99536,R-HSA-417957
Q99538,R-HSA-432040
Q99538,R-HSA-8941237
Q99538,R-HSA-8862803
Q99541,R-HSA-212436
Q99541,R-HSA-8955332
Q99541,R-HSA-449836
Q99541,R-HSA-8853659
Q99542,R-HSA-3359463
Q99542,R-HSA-113501
Q99542,R-HSA-5655302
Q99543,R-HSA-9696270
Q99547,R-HSA-72689
Q99551,R-HSA-5693607
Q99551,R-HSA-3772470
Q99558,R-HSA-140875
Q99558,R-HSA-380994
Q99558,R-HSA-427413
Q99558,R-HSA-8874211
Q99558,R-HSA-422085
Q99567,R-HSA-212436
Q99567,R-HSA-190840
Q99567,R-HSA-5687128
Q99567,R-HSA-2219530
Q99567,R-HSA-5628897
Q99567,R-HSA-9748787
Q99567,R-HSA-917729
Q99567,R-HSA-983231
Q99567,R-HSA-2500257
Q99567,R-HSA-9660826
Q99567,R-HSA-5654700
Q99567,R-HSA-179409
Q99567,R-HSA-5389840
Q99567,R-HSA-9013026
Q99567,R-HSA-1250347
Q99567,R-HSA-6807878
Q99567,R-HSA-163560
Q99567,R-HSA-430116
Q99567,R-HSA-389948
Q99567,R-HSA-8940973
Q99567,R-HSA-9754678
Q99567,R-HSA-6798695
Q99567,R-HSA-5685938
Q99567,R-HSA-445355
Q99567,R-HSA-9609690
Q99567,R-HSA-139915
Q99567,R-HSA-427359
Q99567,R-HSA-2730905
Q99567,R-HSA-164940
Q99569,R-HSA-3928664
Q99569,R-HSA-1169408
Q99569,R-HSA-1989781
Q99569,R-HSA-9717319
Q99569,R-HSA-9633012
Q99570,R-HSA-72187
Q99570,R-HSA-156827
Q99570,R-HSA-5578775
Q99570,R-HSA-2871796
Q99570,R-HSA-8964038
Q99570,R-HSA-1369062
Q99570,R-HSA-1482788
Q99570,R-HSA-6785631
Q99570,R-HSA-9665686
Q99570,R-HSA-9752946
Q99570,R-HSA-4608870
Q99571,R-HSA-400253
Q99571,R-HSA-6811558
Q99571,R-HSA-983189
Q99572,R-HSA-350054
Q99572,R-HSA-6785631
Q99572,R-HSA-2168880
Q99572,R-HSA-68877
Q99572,R-HSA-212436
Q99575,R-HSA-983695
Q99576,R-HSA-389357
Q99578,R-HSA-9755511
Q99593,R-HSA-749476
Q99593,R-HSA-9726842
Q99594,R-HSA-438066
Q99594,R-HSA-72689
Q99595,R-HSA-2871837
Q99595,R-HSA-3299685
Q99598,R-HSA-9649948
Q99608,R-HSA-8939236
Q99611,R-HSA-5362517
Q99613,R-HSA-202424
Q99613,R-HSA-174178
Q99613,R-HSA-5693565
Q99613,R-HSA-9633012
Q99613,R-HSA-5626467
Q99613,R-HSA-428930
Q99615,R-HSA-2029482
Q99616,R-HSA-180534
Q99616,R-HSA-1236974
Q99619,R-HSA-5334118
Q99619,R-HSA-190861
Q99623,R-HSA-9705671
Q99624,R-HSA-399954
Q99626,R-HSA-382556
Q99627,R-HSA-9007892
Q99627,R-HSA-5628897
Q99627,R-HSA-9662360
Q99627,R-HSA-168277
Q99638,R-HSA-6783783
Q99638,R-HSA-5578749
Q99638,R-HSA-388479
Q99638,R-HSA-159230
Q99638,R-HSA-975634
Q99638,R-HSA-5362517
Q99638,R-HSA-2470946
Q99640,R-HSA-110331
Q99640,R-HSA-9008059
Q99640,R-HSA-877300
Q99640,R-HSA-5627117
Q99643,R-HSA-1445148
Q99643,R-HSA-2029482
Q99650,R-HSA-192823
Q99653,R-HSA-192823
Q99661,R-HSA-8964616
Q99661,R-HSA-156827
Q99661,R-HSA-9035034
Q99661,R-HSA-202427
Q99661,R-HSA-1169408
Q99661,R-HSA-173736
Q99661,R-HSA-202430
Q99661,R-HSA-76071
Q99661,R-HSA-376176
Q99665,R-HSA-2299718
Q99665,R-HSA-4086398
Q99665,R-HSA-1296041
Q99676,R-HSA-606279
Q99677,R-HSA-380270
Q99677,R-HSA-6802955
Q99678,R-HSA-69541
Q99678,R-HSA-5625740
Q99683,R-HSA-382556
Q99683,R-HSA-68867
Q99684,R-HSA-975957
Q99685,R-HSA-5658442
Q99685,R-HSA-5673001
Q99685,R-HSA-982772
Q99697,R-HSA-77288
Q99704,R-HSA-9013695
Q99704,R-HSA-6802946
Q99705,R-HSA-444473
Q99705,R-HSA-5358346
Q99705,R-HSA-6798695
Q99705,R-HSA-9762114
Q99706,R-HSA-9634597
Q99707,R-HSA-2730905
Q99707,R-HSA-9664422
Q99707,R-HSA-381753
Q99707,R-HSA-6811440
Q99707,R-HSA-4551638
Q99707,R-HSA-391160
Q99708,R-HSA-202430
Q99708,R-HSA-5690338
Q99708,R-HSA-383280
Q99708,R-HSA-177504
Q99708,R-HSA-1251985
Q99708,R-HSA-210993
Q99708,R-HSA-5689880
Q99708,R-HSA-2454202
Q99708,R-HSA-6804114
Q99708,R-HSA-212436
Q99708,R-HSA-2730905
Q99708,R-HSA-201681
Q99708,R-HSA-73856
Q99708,R-HSA-168333
Q99708,R-HSA-1236382
Q99708,R-HSA-2219530
Q99708,R-HSA-382556
Q99712,R-HSA-6784531
Q99712,R-HSA-9656223
Q99714,R-HSA-114604
Q99714,R-HSA-1483226
Q99714,R-HSA-9609690
Q99714,R-HSA-2730905
Q99715,R-HSA-400253
Q99715,R-HSA-9664422
Q99715,R-HSA-5651801
Q99715,R-HSA-5368286
Q99717,R-HSA-2644607
Q99720,R-HSA-2467813
Q99726,R-HSA-9026527
Q99728,R-HSA-9758881
Q99728,R-HSA-383280
Q99728,R-HSA-83936
Q99728,R-HSA-3232118
Q99728,R-HSA-8876198
Q99728,R-HSA-5358493
Q99728,R-HSA-8957275
Q99728,R-HSA-9754678
Q99728,R-HSA-9752946
Q99728,R-HSA-2730905
Q99728,R-HSA-5576892
Q99728,R-HSA-983231
Q99728,R-HSA-433692
Q99728,R-HSA-69205
Q99728,R-HSA-9013404
Q99728,R-HSA-9648025
Q99728,R-HSA-5686938
Q99728,R-HSA-2730905
Q99728,R-HSA-432040
Q99728,R-HSA-5632684
Q99731,R-HSA-9679504
Q99731,R-HSA-2644606
Q99731,R-HSA-5654706
Q99735,R-HSA-189085
Q99735,R-HSA-176187
Q99741,R-HSA-5662702
Q99741,R-HSA-418555
Q99741,R-HSA-1227986
Q99741,R-HSA-2559586
Q99741,R-HSA-9610379
Q99741,R-HSA-8852276
Q99741,R-HSA-5607764
Q99741,R-HSA-201722
Q99743,R-HSA-9013106
Q99743,R-HSA-381340
Q99743,R-HSA-6811438
Q99743,R-HSA-381753
Q99743,R-HSA-202427
Q99747,R-HSA-196757
Q99747,R-HSA-9616222
Q99747,R-HSA-422356
Q99747,R-HSA-450321
Q99747,R-HSA-1632852
Q99748,R-HSA-9013149
Q99748,R-HSA-9664422
Q99748,R-HSA-2022923
Q99755,R-HSA-176187
Q99755,R-HSA-174430
Q99757,R-HSA-6802948
Q99757,R-HSA-1362409
Q99758,R-HSA-3299685
Q99758,R-HSA-69017
Q99758,R-HSA-389948
Q99758,R-HSA-2219530
Q99759,R-HSA-983168
Q99766,R-HSA-349425
Q99766,R-HSA-349425
Q99767,R-HSA-9664422
Q99788,R-HSA-5689880
Q99798,R-HSA-912694
Q99798,R-HSA-5358747
Q99807,R-HSA-5632684
Q99808,R-HSA-8951664
Q99808,R-HSA-6804757
Q99814,R-HSA-1296053
Q99814,R-HSA-913709
Q99814,R-HSA-216083
Q99814,R-HSA-2894862
Q99814,R-HSA-211999
Q99814,R-HSA-201681
Q99814,R-HSA-159227
Q99814,R-HSA-9752946
Q99816,R-HSA-212436
Q99816,R-HSA-8854518
Q99816,R-HSA-9013404
Q99816,R-HSA-167162
Q99816,R-HSA-6803157
Q99819,R-HSA-9633012
Q99819,R-HSA-8939243
Q99819,R-HSA-8936459
Q99819,R-HSA-5678895
Q99829,R-HSA-6809371
Q99829,R-HSA-5617472
Q99832,R-HSA-69231
Q99832,R-HSA-1461957
Q99832,R-HSA-5687128
Q99832,R-HSA-6785807
Q99832,R-HSA-977443
Q99832,R-HSA-933543
Q99832,R-HSA-6806942
Q99832,R-HSA-6782135
Q99835,R-HSA-909733
Q99835,R-HSA-4570464
Q99835,R-HSA-156827
Q99835,R-HSA-399956
Q99835,R-HSA-983231
Q99835,R-HSA-975578
Q99836,R-HSA-5632681
Q99836,R-HSA-9673770
Q99836,R-HSA-159231
Q99836,R-HSA-72695
Q99836,R-HSA-8939902
Q99836,R-HSA-1236974
Q99836,R-HSA-389661
Q99836,R-HSA-159236
Q99836,R-HSA-6796648
Q99836,R-HSA-6798695
Q99836,R-HSA-8940973
Q99836,R-HSA-72163
Q99836,R-HSA-166663
Q99836,R-HSA-8868766
Q99836,R-HSA-6814122
Q99836,R-HSA-1483191
Q99836,R-HSA-6805567
Q99848,R-HSA-9633012
Q99856,R-HSA-9748787
Q99871,R-HSA-418555
Q99871,R-HSA-202733
Q99871,R-HSA-8963693
Q99871,R-HSA-174154
Q99871,R-HSA-400253
Q99871,R-HSA-5654227
Q99871,R-HSA-9013423
Q99873,R-HSA-381676
Q99873,R-HSA-6791226
Q99873,R-HSA-202424
Q99873,R-HSA-983189
Q99873,R-HSA-195253
Q99873,R-HSA-5578768
Q99877,R-HSA-1483213
Q99877,R-HSA-1433557
Q99877,R-HSA-418555
Q99877,R-HSA-389661
Q99877,R-HSA-5655302
Q99877,R-HSA-381340
Q99877,R-HSA-212436
Q99877,R-HSA-5654688
Q99877,R-HSA-4420097
Q99877,R-HSA-438066
Q99877,R-HSA-5694530
Q99877,R-HSA-167246
Q99877,R-HSA-112382
Q99877,R-HSA-6785807
Q99877,R-HSA-2173788
Q99877,R-HSA-9704331
Q99877,R-HSA-5099900
Q99877,R-HSA-9013149
Q99877,R-HSA-212436
Q99877,R-HSA-9648025
Q99877,R-HSA-8951664
Q99877,R-HSA-5250924
Q99877,R-HSA-427413
Q99877,R-HSA-428542
Q99877,R-HSA-8941333
Q99877,R-HSA-8964539
Q99877,R-HSA-9705671
Q99877,R-HSA-5368286
Q99877,R-HSA-72187
Q99877,R-HSA-156827
Q99877,R-HSA-9660821
Q99877,R-HSA-166058
Q99877,R-HSA-350054
Q99877,R-HSA-6798695
Q99877,R-HSA-5610780
Q99877,R-HSA-2122947
Q99877,R-HSA-1236974
Q99877,R-HSA-6811434
Q99877,R-HSA-9664873
Q99877,R-HSA-5619058
Q99877,R-HSA-983168
Q99877,R-HSA-6791226
Q99877,R-HSA-418555
Q99877,R-HSA-383280
Q99877,R-HSA-933542
Q99877,R-HSA-9010553
Q99877,R-HSA-983189
Q99877,R-HSA-5683826
Q99878,R-HSA-6794361
Q99878,R-HSA-216083
Q99878,R-HSA-75953
Q99878,R-HSA-73980
Q99878,R-HSA-5619107
Q99878,R-HSA-9664323
Q99878,R-HSA-1169091
Q99878,R-HSA-9707564
Q99878,R-HSA-9710421
Q99878,R-HSA-2682334
Q99878,R-HSA-2132295
Q99878,R-HSA-9609736
Q99878,R-HSA-5173214
Q99878,R-HSA-110328
Q99878,R-HSA-2871809
Q99878,R-HSA-2980766
Q99878,R-HSA-9027276
Q99878,R-HSA-2730905
Q99878,R-HSA-5389840
Q99878,R-HSA-447038
Q99878,R-HSA-5655862
Q99878,R-HSA-390522
Q99878,R-HSA-432720
Q99878,R-HSA-9013423
Q99878,R-HSA-3214841
Q99878,R-HSA-77595
Q99878,R-HSA-1989781
Q99878,R-HSA-9753281
Q99878,R-HSA-425986
Q99878,R-HSA-9013423
Q99878,R-HSA-168927
Q99878,R-HSA-9013026
Q99878,R-HSA-9020702
Q99878,R-HSA-168333
Q99878,R-HSA-975634
Q99878,R-HSA-3214841
Q99878,R-HSA-2129379
Q99878,R-HSA-171007
Q99878,R-HSA-9637628
Q99878,R-HSA-3560783
Q99878,R-HSA-983695
Q99878,R-HSA-9648025
Q99878,R-HSA-173623
Q99878,R-HSA-8943724
Q99878,R-HSA-1799339
Q99878,R-HSA-68949
Q99879,R-HSA-2559586
Q99879,R-HSA-5687128
Q99879,R-HSA-5632684
Q99879,R-HSA-879518
Q99879,R-HSA-9033241
Q99879,R-HSA-210745
Q99879,R-HSA-389599
Q99879,R-HSA-2871809
Q99879,R-HSA-2465910
Q99879,R-HSA-68877
Q99879,R-HSA-2871796
Q99879,R-HSA-1236974
Q99879,R-HSA-3000171
Q99879,R-HSA-3656535
Q99879,R-HSA-381426
Q99879,R-HSA-8948747
Q99879,R-HSA-3928662
Q99879,R-HSA-389957
Q99879,R-HSA-201681
Q99879,R-HSA-2408557
Q99879,R-HSA-5690714
Q99879,R-HSA-9670095
Q99879,R-HSA-9725370
Q99879,R-HSA-6781823
Q99879,R-HSA-5684264
Q99879,R-HSA-446193
Q99879,R-HSA-8875555
Q99879,R-HSA-8943724
Q99879,R-HSA-168275
Q99879,R-HSA-6791226
Q99879,R-HSA-6803529
Q99879,R-HSA-5674135
Q99879,R-HSA-975144
Q99879,R-HSA-452723
Q99879,R-HSA-392170
Q99879,R-HSA-5620924
Q99879,R-HSA-5676594
Q99879,R-HSA-156827
Q99879,R-HSA-8856825
Q99879,R-HSA-936837
Q99879,R-HSA-69601
Q99879,R-HSA-1251985
Q99879,R-HSA-5358565
Q99879,R-HSA-3214842
Q99879,R-HSA-912446
Q99879,R-HSA-166016
Q99879,R-HSA-9752946
Q99879,R-HSA-9620244
Q99880,R-HSA-9639288
Q99880,R-HSA-9031628
Q99880,R-HSA-2454202
Q99880,R-HSA-6781823
Q99880,R-HSA-9694719
Q99880,R-HSA-5635851
Q99880,R-HSA-381426
Q99880,R-HSA-212436
Q99880,R-HSA-1660499
Q99880,R-HSA-1663150
Q99880,R-HSA-9617828
Q99880,R-HSA-983231
Q99880,R-HSA-2393930
Q99880,R-HSA-73856
Q99880,R-HSA-3769402
Q99880,R-HSA-8851680
Q99880,R-HSA-9752946
Q99880,R-HSA-1300645
Q99880,R-HSA-5693568
Q99880,R-HSA-211979
Q99880,R-HSA-6811434
Q99880,R-HSA-198933
Q99880,R-HSA-9010553
Q99880,R-HSA-5621480
Q99880,R-HSA-9009391
Q99880,R-HSA-212436
Q99880,R-HSA-983170
Q99880,R-HSA-9633012
Q99880,R-HSA-9754560
Q99880,R-HSA-196791
Q99880,R-HSA-156827
Q99880,R-HSA-8856828
Q99880,R-HSA-1650814
Q99880,R-HSA-2871796
Q99880,R-HSA-8980692
Q99880,R-HSA-168325
Q99880,R-HSA-167243
Q99880,R-HSA-354192
Q99880,R-HSA-983695
Q99880,R-HSA-168330
Q99880,R-HSA-6809371
Q99880,R-HSA-9696273
Q99880,R-HSA-111367
Q99880,R-HSA-416476
Q99880,R-HSA-5218920
Q99880,R-HSA-380320
Q99880,R-HSA-381340
Q99880,R-HSA-5690714
Q99884,R-HSA-9013424
Q99884,R-HSA-448424
Q99928,R-HSA-110331
Q99928,R-HSA-2682334
Q99928,R-HSA-2172127
Q99933,R-HSA-1632852
Q99942,R-HSA-9694548
Q99942,R-HSA-75157
Q99942,R-HSA-5663220
Q99943,R-HSA-6798695
Q99943,R-HSA-167200
Q99952,R-HSA-156827
Q99952,R-HSA-5368286
Q99956,R-HSA-9615933
Q99956,R-HSA-5689880
Q99956,R-HSA-9664422
Q99959,R-HSA-1474228
Q99959,R-HSA-2122948
Q99961,R-HSA-264870
Q99961,R-HSA-2559585
Q99961,R-HSA-72165
Q99961,R-HSA-381042
Q99961,R-HSA-9013508
Q99962,R-HSA-9020591
Q99962,R-HSA-388844
Q99962,R-HSA-156902
Q99962,R-HSA-5690714
Q99962,R-HSA-9013026
Q99962,R-HSA-3214847
Q99962,R-HSA-168276
Q99962,R-HSA-5693607
Q99962,R-HSA-1483191
Q99962,R-HSA-6807505
Q99962,R-HSA-5658442
Q99962,R-HSA-194138
Q99963,R-HSA-8856825
Q99963,R-HSA-156902
Q99963,R-HSA-8951664
Q99963,R-HSA-174113
Q99963,R-HSA-5617472
Q99963,R-HSA-6803157
Q99965,R-HSA-166208
Q99966,R-HSA-1257604
Q99966,R-HSA-6783783
Q99967,R-HSA-3301854
Q99967,R-HSA-182971
Q99967,R-HSA-9031628
Q99967,R-HSA-3928663
Q99969,R-HSA-5673001
Q99983,R-HSA-9664323
Q99983,R-HSA-5685942
Q99983,R-HSA-2470946
Q99983,R-HSA-8980692
Q99983,R-HSA-69481
Q99986,R-HSA-5368286
Q99986,R-HSA-187577
Q99996,R-HSA-9031628
Q99996,R-HSA-1236974
Q99996,R-HSA-448706
Q99996,R-HSA-9617828
Q99996,R-HSA-936440
Q99996,R-HSA-110328
Q99996,R-HSA-8876198
Q99996,R-HSA-202433
Q99996,R-HSA-2586552
Q99996,R-HSA-383280
Q99IB8,R-HSA-917937
Q9BPU6,R-HSA-193048
Q9BPU9,R-HSA-5576890
Q9BPU9,R-HSA-68867
Q9BPU9,R-HSA-5654706
Q9BPU9,R-HSA-9696270
Q9BPU9,R-HSA-9673324
Q9BPU9,R-HSA-4641262
Q9BPU9,R-HSA-8964539
Q9BPV8,R-HSA-9010553
Q9BPV8,R-HSA-5617833
Q9BPW9,R-HSA-418555
Q9BPW9,R-HSA-2467813
Q9BPX1,R-HSA-5250955
Q9BPX3,R-HSA-9705671
Q9BPX3,R-HSA-5362768
Q9BPX6,R-HSA-5689880
Q9BPX6,R-HSA-174490
Q9BPZ7,R-HSA-6811438
Q9BPZ7,R-HSA-1362300
Q9BPZ7,R-HSA-8851805
Q9BPZ7,R-HSA-429958
Q9BPZ7,R-HSA-9674555
Q9BQ15,R-HSA-5654706
Q9BQ15,R-HSA-6802955
Q9BQ16,R-HSA-446353
Q9BQ31,R-HSA-2029485
Q9BQ31,R-HSA-983231
Q9BQ48,R-HSA-977606
Q9BQ48,R-HSA-8949613
Q9BQ48,R-HSA-5620924
Q9BQ48,R-HSA-212436
Q9BQ51,R-HSA-5602566
Q9BQ52,R-HSA-380259
Q9BQ52,R-HSA-9664422
Q9BQ52,R-HSA-9615933
Q9BQ52,R-HSA-2214320
Q9BQ83,R-HSA-5654704
Q9BQ83,R-HSA-917937
Q9BQ90,R-HSA-6807505
Q9BQ95,R-HSA-380108
Q9BQ95,R-HSA-6796648
Q9BQ95,R-HSA-204174
Q9BQ95,R-HSA-170670
Q9BQA1,R-HSA-6804756
Q9BQA1,R-HSA-72163
Q9BQB4,R-HSA-2500257
Q9BQB4,R-HSA-380270
Q9BQB6,R-HSA-6798695
Q9BQC3,R-HSA-9662361
Q9BQC6,R-HSA-3928662
Q9BQC6,R-HSA-164378
Q9BQC6,R-HSA-9726842
Q9BQC6,R-HSA-480985
Q9BQE3,R-HSA-5668599
Q9BQE3,R-HSA-427389
Q9BQE3,R-HSA-2730905
Q9BQE3,R-HSA-418592
Q9BQE3,R-HSA-418594
Q9BQE3,R-HSA-5578775
Q9BQE3,R-HSA-3214847
Q9BQE3,R-HSA-2029482
Q9BQE3,R-HSA-193807
Q9BQE3,R-HSA-162710
Q9BQE3,R-HSA-381426
Q9BQE3,R-HSA-5250924
Q9BQE3,R-HSA-8939236
Q9BQE3,R-HSA-2219530
Q9BQE3,R-HSA-6798695
Q9BQE3,R-HSA-212436
Q9BQE3,R-HSA-165054
Q9BQE3,R-HSA-8949613
Q9BQE3,R-HSA-1482839
Q9BQE3,R-HSA-975957
Q9BQE3,R-HSA-5693554
Q9BQE3,R-HSA-211945
Q9BQE3,R-HSA-9662361
Q9BQE3,R-HSA-8949664
Q9BQE3,R-HSA-427413
Q9BQE3,R-HSA-5696400
Q9BQE3,R-HSA-382556
Q9BQE3,R-HSA-1442490
Q9BQE3,R-HSA-6811436
Q9BQE3,R-HSA-73728
Q9BQE3,R-HSA-173599
Q9BQE3,R-HSA-9646399
Q9BQE3,R-HSA-1799339
Q9BQE4,R-HSA-111932
Q9BQG0,R-HSA-8951664
Q9BQG2,R-HSA-977606
Q9BQI3,R-HSA-9033241
Q9BQI5,R-HSA-3928665
Q9BQI5,R-HSA-9013423
Q9BQK8,R-HSA-6802948
Q9BQK8,R-HSA-427589
Q9BQK8,R-HSA-5685942
Q9BQK8,R-HSA-2022377
Q9BQQ3,R-HSA-400042
Q9BQQ3,R-HSA-8873719
Q9BQQ3,R-HSA-437239
Q9BQQ3,R-HSA-4086398
Q9BQS7,R-HSA-9013408
Q9BQS7,R-HSA-983695
Q9BQS7,R-HSA-3232142
Q9BQT8,R-HSA-1268020
Q9BR01,R-HSA-1236974
Q9BR09,R-HSA-9694786
Q9BR61,R-HSA-392851
Q9BR84,R-HSA-5617472
Q9BRA0,R-HSA-168271
Q9BRB3-2,R-HSA-9664565
Q9BRC7,R-HSA-9660821
Q9BRF8,R-HSA-5666185
Q9BRG1,R-HSA-5654726
Q9BRG1,R-HSA-9013406
Q9BRI3,R-HSA-9725371
Q9BRJ2,R-HSA-5693571
Q9BRJ2,R-HSA-73762
Q9BRJ2,R-HSA-202733
Q9BRJ2,R-HSA-1257604
Q9BRK3,R-HSA-8953750
Q9BRK3,R-HSA-909733
Q9BRL7,R-HSA-6807505
Q9BRQ0,R-HSA-429947
Q9BRQ0,R-HSA-77387
Q9BRQ6,R-HSA-202733
Q9BRQ8,R-HSA-5083636
Q9BRR0,R-HSA-3000170
Q9BRR6,R-HSA-381753
Q9BRR9,R-HSA-1433557
Q9BRR9,R-HSA-3214815
Q9BRR9,R-HSA-5362768
Q9BRR9,R-HSA-202424
Q9BRS2,R-HSA-9673768
Q9BRT9,R-HSA-6803204
Q9BRT9,R-HSA-933541
Q9BRV3,R-HSA-9749641
Q9BRV8,R-HSA-380270
Q9BRV8,R-HSA-2467813
Q9BRV8,R-HSA-76061
Q9BRX5,R-HSA-1433557
Q9BRX5,R-HSA-69416
Q9BRX9,R-HSA-418555
Q9BRY0,R-HSA-933543
Q9BRZ2,R-HSA-111463
Q9BS16,R-HSA-977225
Q9BS16,R-HSA-432047
Q9BS16,R-HSA-1169408
Q9BS16,R-HSA-156902
Q9BS16,R-HSA-8939242
Q9BS16,R-HSA-2151201
Q9BS16,R-HSA-187577
Q9BS18,R-HSA-212436
Q9BS26,R-HSA-9707564
Q9BS31,R-HSA-5673000
Q9BS34,R-HSA-416476
Q9BSA4,R-HSA-196108
Q9BSB4,R-HSA-194002
Q9BSD3,R-HSA-2029482
Q9BSD3,R-HSA-5619054
Q9BSD3,R-HSA-3000157
Q9BSD3,R-HSA-6811434
Q9BSD3,R-HSA-9705671
Q9BSD3,R-HSA-2219530
Q9BSE5,R-HSA-9752946
Q9BSG1,R-HSA-9020702
Q9BSH3,R-HSA-9604323
Q9BSH4,R-HSA-8941858
Q9BSH4,R-HSA-202733
Q9BSH4,R-HSA-1989781
Q9BSI4,R-HSA-1474228
Q9BSI4,R-HSA-8876198
Q9BSI4,R-HSA-444411
Q9BSI4,R-HSA-9710421
Q9BSI4,R-HSA-9752946
Q9BSI4,R-HSA-2022928
Q9BSI4,R-HSA-1234176
Q9BSI4,R-HSA-4641262
Q9BSI4,R-HSA-176407
Q9BSI4,R-HSA-156827
Q9BSI4,R-HSA-9634597
Q9BSI4,R-HSA-1474244
Q9BSI4,R-HSA-167172
Q9BSI4,R-HSA-198933
Q9BSI4,R-HSA-983170
Q9BSI4,R-HSA-5610780
Q9BSJ2,R-HSA-9020591
Q9BSJ2,R-HSA-9013149
Q9BSJ8,R-HSA-68881
Q9BSJ8,R-HSA-2022854
Q9BSJ8,R-HSA-2467813
Q9BSJ8,R-HSA-211935
Q9BSJ8,R-HSA-8854691
Q9BSJ8,R-HSA-1442490
Q9BSJ8,R-HSA-5689880
Q9BSK1,R-HSA-5689603
Q9BSK4,R-HSA-6798695
Q9BSL1,R-HSA-9717207
Q9BST9,R-HSA-1433557
Q9BST9,R-HSA-3371453
Q9BST9,R-HSA-512988
Q9BST9,R-HSA-416482
Q9BST9,R-HSA-499943
Q9BSV6,R-HSA-186763
Q9BSW2,R-HSA-4641258
Q9BSY4,R-HSA-141444
Q9BT04,R-HSA-418555
Q9BT09,R-HSA-8939902
Q9BT22,R-HSA-9616222
Q9BT22,R-HSA-5689880
Q9BT25,R-HSA-3899300
